user_id,gender,age,age_group,city,destination,travel_type,previous_trips,is_subscriber,used_discount,base_price,discount_amount,final_amount,package_type,rating
32662,Female,45,36-45,Pune,Manali,Adventure,7,0,0,28318,0,28318,Premium,3.3
18392,Male,57,46-60,Kolkata,Bangkok,Leisure,4,0,1,9526,2628,6898,Standard,3.1
40535,Male,24,18-25,Delhi,Jaipur,Adventure,4,1,0,6227,0,6227,Premium,3.7
88603,Female,40,36-45,Delhi,Paris,Adventure,3,0,0,45076,0,45076,Premium,4.4
62256,Female,38,36-45,Pune,Jaipur,Business,4,1,1,12017,3546,8471,Standard,4.8
99135,Female,51,46-60,Delhi,Manali,Adventure,4,0,0,28729,0,28729,Premium,3.6
45222,Male,28,26-35,Mumbai,Bangkok,Business,7,1,0,18786,0,18786,Standard,4.1
87373,Male,39,36-45,Delhi,Goa,Leisure,4,0,0,29848,0,29848,Premium,3.9
89575,Male,59,46-60,Hyderabad,Bangkok,Leisure,4,0,1,47903,3655,44248,Standard,3.2
94651,Male,52,46-60,Hyderabad,Dubai,Honeymoon,1,0,1,29971,3682,26289,Standard,4.5
73335,Male,46,46-60,Kolkata,Manali,Business,1,0,1,28710,2034,26676,Standard,4.0
20965,Male,59,46-60,Mumbai,Singapore,Leisure,1,1,1,42800,3552,39248,Standard,4.8
34538,Male,45,36-45,Hyderabad,Singapore,Business,5,0,1,13430,3453,9977,Standard,4.7
80592,Female,35,26-35,Pune,Manali,Leisure,6,1,0,22519,0,22519,Premium,3.6
18110,Female,31,26-35,Bangalore,Paris,Business,3,0,1,9085,3352,5733,Premium,3.6
89309,Male,35,26-35,Bangalore,Jaipur,Business,6,1,1,15781,2835,12946,Standard,4.1
37266,Male,45,36-45,Bangalore,Jaipur,Adventure,7,1,1,26616,3552,23064,Standard,3.3
62992,Male,41,36-45,Pune,Paris,Leisure,2,0,1,17595,3011,14584,Premium,3.5
92948,Female,25,18-25,Delhi,Dubai,Honeymoon,3,1,1,43710,373,43337,Standard,4.6
16910,Male,59,46-60,Pune,Goa,Adventure,3,0,0,20552,0,20552,Standard,3.3
10206,Female,25,18-25,Delhi,Kerala,Honeymoon,2,1,0,19438,0,19438,Premium,4.1
97054,Female,21,18-25,Bangalore,Kerala,Business,2,1,1,9777,3935,5842,Premium,3.8
97897,Female,44,36-45,Kolkata,Goa,Adventure,1,0,1,34258,2634,31624,Premium,3.4
33419,Female,53,46-60,Kolkata,Singapore,Business,2,0,0,35651,0,35651,Standard,4.9
60636,Female,22,18-25,Delhi,Dubai,Leisure,4,1,1,30310,4638,25672,Standard,4.7
60015,Male,50,46-60,Bangalore,Paris,Leisure,1,0,1,31321,1347,29974,Standard,3.5
64268,Male,51,46-60,Pune,Kerala,Honeymoon,5,1,1,11327,3755,7572,Premium,4.6
97939,Female,47,46-60,Kolkata,Manali,Leisure,3,0,1,26923,1677,25246,Premium,3.0
28141,Male,25,18-25,Delhi,Bangkok,Honeymoon,3,0,0,8142,0,8142,Standard,3.6
90356,Female,56,46-60,Pune,Jaipur,Business,3,0,0,11729,0,11729,Premium,3.2
81910,Female,43,36-45,Bangalore,Bangkok,Adventure,4,0,1,46169,2700,43469,Premium,3.8
66044,Male,54,46-60,Mumbai,Manali,Leisure,0,1,1,10927,2255,8672,Standard,4.3
77214,Male,51,46-60,Bangalore,Jaipur,Business,4,1,1,21591,2089,19502,Premium,3.3
43827,Male,24,18-25,Bangalore,Manali,Adventure,6,1,1,5565,3644,1921,Standard,3.5
65820,Male,57,46-60,Pune,Paris,Business,4,0,0,21112,0,21112,Premium,3.8
72623,Male,45,36-45,Pune,Paris,Honeymoon,1,0,1,24880,2796,22084,Standard,4.3
91734,Female,56,46-60,Hyderabad,Dubai,Business,3,1,1,31986,3728,28258,Premium,3.6
85450,Male,56,46-60,Hyderabad,Manali,Honeymoon,0,0,1,18025,4032,13993,Standard,4.2
32299,Male,45,36-45,Pune,Manali,Honeymoon,5,0,1,3707,800,2907,Premium,3.7
53585,Male,31,26-35,Pune,Dubai,Leisure,3,1,1,20624,3594,17030,Standard,3.5
74044,Female,55,46-60,Mumbai,Dubai,Honeymoon,2,0,1,40127,4172,35955,Premium,4.7
52557,Male,21,18-25,Mumbai,Bangkok,Honeymoon,4,0,0,20959,0,20959,Standard,3.8
59080,Female,59,46-60,Bangalore,Paris,Business,4,0,1,48517,321,48196,Standard,4.8
12693,Male,35,26-35,Kolkata,Bangkok,Honeymoon,6,1,0,41911,0,41911,Standard,3.6
79163,Male,42,36-45,Mumbai,Paris,Honeymoon,3,0,0,48369,0,48369,Standard,4.1
35939,Female,24,18-25,Bangalore,Bangkok,Business,2,1,0,24363,0,24363,Standard,3.1
58925,Male,55,46-60,Delhi,Singapore,Adventure,0,0,1,15418,4113,11305,Standard,4.4
52941,Male,45,36-45,Hyderabad,Manali,Leisure,3,0,0,9222,0,9222,Standard,4.6
31834,Female,22,18-25,Kolkata,Bangkok,Business,3,0,0,23544,0,23544,Premium,4.9
28047,Male,20,18-25,Bangalore,Bangkok,Honeymoon,4,1,1,3568,4684,-1116,Standard,4.7
36105,Female,48,46-60,Pune,Paris,Business,3,0,0,34667,0,34667,Premium,3.6
85766,Female,59,46-60,Delhi,Kerala,Adventure,4,0,1,29592,4989,24603,Premium,4.1
25707,Female,37,36-45,Hyderabad,Paris,Business,1,0,0,3946,0,3946,Standard,4.2
31976,Female,36,36-45,Delhi,Manali,Business,0,0,1,15236,4756,10480,Standard,3.1
54262,Female,28,26-35,Bangalore,Dubai,Business,3,1,0,11243,0,11243,Standard,3.1
33776,Male,57,46-60,Mumbai,Manali,Business,2,0,1,16231,4509,11722,Standard,3.7
40080,Male,20,18-25,Hyderabad,Kerala,Honeymoon,3,0,1,14851,3924,10927,Standard,4.5
76842,Male,40,36-45,Delhi,Goa,Business,2,1,1,26577,2710,23867,Standard,3.6
71373,Female,24,18-25,Mumbai,Manali,Adventure,3,1,1,34770,784,33986,Standard,4.7
16776,Female,40,36-45,Kolkata,Goa,Business,3,0,0,35023,0,35023,Premium,4.3
65016,Female,24,18-25,Bangalore,Bangkok,Business,0,0,1,16815,2249,14566,Premium,3.9
19474,Female,51,46-60,Bangalore,Manali,Honeymoon,1,0,1,29960,3667,26293,Standard,4.1
68053,Male,59,46-60,Hyderabad,Kerala,Honeymoon,2,0,0,15426,0,15426,Premium,3.7
31959,Male,36,36-45,Delhi,Goa,Business,4,1,1,18957,4353,14604,Standard,4.9
15530,Female,26,26-35,Kolkata,Goa,Honeymoon,3,0,1,23871,4779,19092,Premium,3.4
13748,Female,35,26-35,Pune,Kerala,Honeymoon,0,0,1,36001,1952,34049,Standard,4.7
23545,Male,58,46-60,Hyderabad,Manali,Business,5,1,0,23911,0,23911,Standard,4.4
76199,Female,59,46-60,Pune,Singapore,Honeymoon,3,0,0,15575,0,15575,Standard,4.4
44766,Female,42,36-45,Hyderabad,Paris,Leisure,2,1,0,17364,0,17364,Standard,4.7
83530,Female,31,26-35,Delhi,Jaipur,Leisure,2,0,0,12321,0,12321,Premium,3.3
71087,Male,42,36-45,Kolkata,Paris,Leisure,2,1,1,19999,4366,15633,Standard,4.4
78840,Male,36,36-45,Delhi,Goa,Honeymoon,1,1,0,4924,0,4924,Standard,4.6
64384,Female,56,46-60,Bangalore,Bangkok,Leisure,0,0,1,26728,1268,25460,Standard,5.0
61005,Male,32,26-35,Pune,Manali,Adventure,5,0,1,35127,2903,32224,Premium,4.5
56576,Female,33,26-35,Mumbai,Manali,Leisure,5,1,1,39696,4056,35640,Standard,4.9
49353,Female,44,36-45,Bangalore,Bangkok,Adventure,0,1,1,21729,1965,19764,Standard,4.7
72003,Male,57,46-60,Bangalore,Manali,Honeymoon,1,0,0,7889,0,7889,Premium,4.8
93211,Female,27,26-35,Pune,Manali,Leisure,2,1,1,5772,3033,2739,Standard,4.8
62733,Female,21,18-25,Hyderabad,Singapore,Adventure,2,0,0,3918,0,3918,Premium,4.1
75318,Male,36,36-45,Bangalore,Jaipur,Honeymoon,4,1,1,8195,4771,3424,Premium,4.4
99474,Female,45,36-45,Kolkata,Dubai,Leisure,2,0,1,27102,4050,23052,Standard,3.2
33664,Female,38,36-45,Bangalore,Goa,Business,5,1,1,30818,771,30047,Standard,3.7
77172,Female,31,26-35,Kolkata,Jaipur,Leisure,3,0,1,40623,3425,37198,Premium,4.8
95616,Male,50,46-60,Delhi,Paris,Leisure,2,0,0,35378,0,35378,Premium,5.0
36736,Female,27,26-35,Hyderabad,Dubai,Leisure,4,1,0,16113,0,16113,Standard,3.2
10854,Male,36,36-45,Kolkata,Dubai,Business,4,1,1,19088,4944,14144,Premium,4.2
48623,Female,47,46-60,Bangalore,Bangkok,Adventure,2,1,1,25627,4761,20866,Premium,4.5
17392,Female,39,36-45,Hyderabad,Manali,Adventure,0,0,1,29527,424,29103,Standard,4.0
65680,Female,20,18-25,Hyderabad,Jaipur,Business,5,0,1,5345,3216,2129,Standard,3.5
56717,Female,54,46-60,Kolkata,Bangkok,Leisure,2,1,0,22457,0,22457,Standard,3.1
97092,Male,58,46-60,Kolkata,Paris,Leisure,3,0,1,46296,3728,42568,Standard,4.9
60859,Male,35,26-35,Mumbai,Manali,Leisure,0,0,1,39525,652,38873,Standard,3.5
36309,Female,28,26-35,Mumbai,Manali,Adventure,5,1,0,25736,0,25736,Standard,3.6
97455,Female,19,18-25,Hyderabad,Kerala,Adventure,3,0,1,8690,3049,5641,Standard,4.3
73734,Female,29,26-35,Pune,Kerala,Business,3,0,0,34331,0,34331,Standard,3.9
80467,Female,23,18-25,Pune,Kerala,Honeymoon,1,0,0,40560,0,40560,Standard,3.8
62662,Female,57,46-60,Mumbai,Singapore,Business,6,1,1,25973,908,25065,Standard,3.2
22688,Female,46,46-60,Bangalore,Bangkok,Adventure,2,1,0,17526,0,17526,Standard,5.0
35342,Female,47,46-60,Delhi,Goa,Leisure,4,0,0,38656,0,38656,Standard,3.6
47157,Female,19,18-25,Hyderabad,Dubai,Leisure,3,0,1,22102,665,21437,Standard,3.2
77863,Male,26,26-35,Delhi,Paris,Leisure,1,0,1,16990,766,16224,Premium,4.4
62083,Male,19,18-25,Mumbai,Dubai,Leisure,3,0,1,44556,4257,40299,Premium,4.5
75733,Male,46,46-60,Kolkata,Jaipur,Honeymoon,3,0,0,18490,0,18490,Standard,3.1
99045,Female,50,46-60,Hyderabad,Goa,Business,1,1,1,23745,210,23535,Standard,3.5
44698,Female,27,26-35,Mumbai,Manali,Business,5,1,1,39612,4865,34747,Premium,3.4
90623,Female,51,46-60,Bangalore,Goa,Adventure,2,0,1,44795,1204,43591,Premium,4.6
32671,Male,25,18-25,Hyderabad,Manali,Business,8,1,1,9386,4251,5135,Premium,3.4
35184,Female,54,46-60,Hyderabad,Bangkok,Honeymoon,5,0,1,40541,2486,38055,Premium,3.5
52107,Male,50,46-60,Pune,Kerala,Honeymoon,3,1,1,12183,698,11485,Standard,5.0
96202,Female,23,18-25,Kolkata,Goa,Honeymoon,2,0,1,35357,2108,33249,Premium,4.4
61663,Male,57,46-60,Hyderabad,Manali,Leisure,0,0,0,33931,0,33931,Premium,3.8
25708,Male,36,36-45,Kolkata,Dubai,Adventure,2,1,0,18944,0,18944,Standard,4.5
59811,Male,49,46-60,Mumbai,Kerala,Honeymoon,6,1,1,40683,4590,36093,Premium,3.9
12811,Female,44,36-45,Bangalore,Kerala,Business,4,0,0,41327,0,41327,Standard,3.4
66250,Male,18,18-25,Bangalore,Kerala,Business,3,0,1,37401,4186,33215,Standard,4.0
82082,Female,50,46-60,Hyderabad,Dubai,Business,4,1,0,7681,0,7681,Standard,4.5
44754,Female,57,46-60,Hyderabad,Dubai,Honeymoon,2,0,1,27653,4881,22772,Standard,3.4
21411,Female,49,46-60,Mumbai,Dubai,Honeymoon,2,0,1,32563,4629,27934,Standard,4.0
12911,Female,22,18-25,Pune,Kerala,Business,2,1,1,5746,3173,2573,Premium,3.2
77270,Female,34,26-35,Pune,Goa,Honeymoon,3,0,1,6285,4657,1628,Standard,4.7
93763,Male,25,18-25,Pune,Manali,Business,3,1,0,6250,0,6250,Premium,4.6
18680,Female,59,46-60,Kolkata,Dubai,Leisure,5,0,1,43765,1134,42631,Standard,4.3
94896,Female,51,46-60,Pune,Goa,Honeymoon,5,1,1,26580,1272,25308,Premium,4.8
93879,Female,26,26-35,Bangalore,Manali,Leisure,2,1,0,5652,0,5652,Premium,3.8
81295,Female,40,36-45,Kolkata,Kerala,Leisure,0,0,0,49214,0,49214,Standard,3.3
98614,Female,52,46-60,Mumbai,Goa,Honeymoon,1,0,1,9571,4428,5143,Standard,5.0
21111,Male,24,18-25,Bangalore,Kerala,Business,3,0,1,18493,1072,17421,Standard,4.0
47504,Male,32,26-35,Bangalore,Singapore,Adventure,2,1,0,13722,0,13722,Premium,4.0
11802,Female,37,36-45,Delhi,Dubai,Leisure,5,0,1,40693,2806,37887,Premium,3.1
18155,Male,42,36-45,Mumbai,Jaipur,Honeymoon,2,1,0,37532,0,37532,Premium,4.1
83656,Male,20,18-25,Mumbai,Goa,Leisure,2,0,0,24571,0,24571,Premium,4.3
49384,Female,41,36-45,Delhi,Dubai,Business,5,0,1,41349,4184,37165,Standard,3.9
57254,Male,51,46-60,Kolkata,Paris,Honeymoon,7,1,0,3764,0,3764,Standard,4.8
31918,Female,39,36-45,Pune,Manali,Adventure,4,0,1,25981,2683,23298,Standard,4.5
95981,Male,28,26-35,Pune,Singapore,Honeymoon,5,1,0,26472,0,26472,Standard,3.1
70713,Male,25,18-25,Pune,Dubai,Leisure,3,1,1,7247,2635,4612,Standard,4.1
40306,Male,56,46-60,Pune,Paris,Honeymoon,5,1,0,28036,0,28036,Premium,5.0
26646,Female,52,46-60,Pune,Goa,Honeymoon,2,0,0,15535,0,15535,Standard,3.4
56843,Male,55,46-60,Delhi,Goa,Leisure,6,1,1,19184,2809,16375,Standard,4.2
26371,Male,25,18-25,Mumbai,Paris,Adventure,2,0,0,17492,0,17492,Standard,3.5
87371,Female,54,46-60,Kolkata,Singapore,Business,1,1,1,31769,2089,29680,Premium,3.7
12049,Female,44,36-45,Bangalore,Paris,Honeymoon,1,0,0,24581,0,24581,Premium,3.1
41616,Male,45,36-45,Pune,Manali,Adventure,8,1,0,44255,0,44255,Premium,4.4
30932,Female,57,46-60,Delhi,Goa,Business,5,0,0,49984,0,49984,Premium,4.5
39855,Male,51,46-60,Kolkata,Paris,Leisure,4,0,0,9543,0,9543,Premium,4.5
71434,Male,49,46-60,Kolkata,Jaipur,Adventure,1,0,1,17348,1601,15747,Standard,4.9
82694,Female,32,26-35,Kolkata,Jaipur,Adventure,6,1,1,7533,4723,2810,Standard,4.7
53016,Female,34,26-35,Delhi,Paris,Honeymoon,1,0,0,4422,0,4422,Standard,3.4
17400,Female,50,46-60,Bangalore,Manali,Leisure,5,1,0,13211,0,13211,Standard,3.5
52642,Male,33,26-35,Pune,Goa,Honeymoon,2,0,1,28240,963,27277,Premium,4.5
25151,Female,46,46-60,Kolkata,Jaipur,Leisure,6,0,1,17735,2939,14796,Standard,4.6
61407,Male,26,26-35,Delhi,Paris,Business,3,0,1,46381,232,46149,Standard,3.2
76690,Female,50,46-60,Mumbai,Kerala,Honeymoon,6,1,0,16291,0,16291,Premium,3.0
14499,Male,46,46-60,Delhi,Paris,Leisure,3,1,0,14870,0,14870,Standard,3.8
16295,Female,30,26-35,Delhi,Dubai,Leisure,6,1,1,11750,4309,7441,Premium,4.4
69040,Male,38,36-45,Delhi,Paris,Adventure,5,1,1,21916,3588,18328,Premium,4.7
22183,Female,38,36-45,Kolkata,Manali,Honeymoon,1,0,0,34136,0,34136,Standard,3.3
39299,Male,22,18-25,Delhi,Jaipur,Honeymoon,3,1,0,15770,0,15770,Premium,4.6
22874,Female,27,26-35,Mumbai,Dubai,Business,3,0,1,14559,2789,11770,Standard,4.4
42711,Female,23,18-25,Kolkata,Jaipur,Leisure,2,0,0,32510,0,32510,Premium,3.3
15539,Male,30,26-35,Mumbai,Jaipur,Adventure,4,0,1,41828,1287,40541,Standard,4.7
63351,Female,18,18-25,Hyderabad,Manali,Leisure,2,0,0,39446,0,39446,Premium,4.9
71267,Male,37,36-45,Delhi,Paris,Leisure,4,0,0,49288,0,49288,Standard,3.5
58354,Male,25,18-25,Pune,Manali,Leisure,4,0,0,12898,0,12898,Standard,3.3
12557,Female,27,26-35,Pune,Paris,Honeymoon,0,0,0,43903,0,43903,Standard,4.9
48360,Male,26,26-35,Kolkata,Dubai,Leisure,4,1,1,19174,866,18308,Standard,3.0
92018,Female,58,46-60,Pune,Manali,Business,2,0,0,12003,0,12003,Standard,4.9
